Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Maret,
11,Aceh,Telur Ayam Ras,2024,Maret,
12,Sumatera Utara,Telur Ayam Ras,2024,Maret,"Rp24,697"
13,Sumatera Barat,Telur Ayam Ras,2024,Maret,"Rp25,649"
14,Riau,Telur Ayam Ras,2024,Maret,"Rp22,822"
15,Jambi,Telur Ayam Ras,2024,Maret,"Rp26,233"
16,Sumatera Selatan,Telur Ayam Ras,2024,Maret,"Rp25,929"
17,Bengkulu,Telur Ayam Ras,2024,Maret,
18,Lampung,Telur Ayam Ras,2024,Maret,"Rp27,604"
32,Jawa Barat,Telur Ayam Ras,2024,Maret,"Rp27,621"
33,Jawa Tengah,Telur Ayam Ras,2024,Maret,"Rp27,324"
34,D.I Yogyakarta,Telur Ayam Ras,2024,Maret,"Rp27,634"
35,Jawa Timur,Telur Ayam Ras,2024,Maret,"Rp26,933"
36,Banten,Telur Ayam Ras,2024,Maret,"Rp25,344"
51,Bali,Telur Ayam Ras,2024,Maret,"Rp24,182"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Maret,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Maret,"Rp27,301"
61,Kalimantan Barat,Telur Ayam Ras,2024,Maret,"Rp28,322"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Maret,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Maret,"Rp28,445"
71,Sulawesi Utara,Telur Ayam Ras,2024,Maret,"Rp28,617"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Maret,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Maret,"Rp26,439"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Maret,
75,Gorontalo,Telur Ayam Ras,2024,Maret,
76,Sulawesi Barat,Telur Ayam Ras,2024,Maret,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,April,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp32,929"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,April,
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp44,000"
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,April,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,April,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,April,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp42,329"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp25,927"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp26,098"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp24,286"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp21,267"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp29,868"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp30,444"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp32,491"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp34,129"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp70,833"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,April,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp50,604"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp46,574"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp33,895"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp27,083"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,April,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp36,308"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,April,"Rp32,893"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp54,200"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp52,508"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp55,813"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp58,373"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp50,701"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp48,199"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp54,399"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp50,793"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp50,991"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp50,342"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp55,103"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp41,292"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp50,264"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp46,538"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp64,539"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,April,"Rp56,427"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,April,
11,Aceh,Ayam Ras Pedaging,2024,April,
12,Sumatera Utara,Ayam Ras Pedaging,2024,April,"Rp24,399"
13,Sumatera Barat,Ayam Ras Pedaging,2024,April,"Rp25,230"
14,Riau,Ayam Ras Pedaging,2024,April,"Rp22,387"
15,Jambi,Ayam Ras Pedaging,2024,April,"Rp29,250"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,April,"Rp21,393"
17,Bengkulu,Ayam Ras Pedaging,2024,April,
18,Lampung,Ayam Ras Pedaging,2024,April,"Rp24,494"
32,Jawa Barat,Ayam Ras Pedaging,2024,April,"Rp23,462"
33,Jawa Tengah,Ayam Ras Pedaging,2024,April,"Rp21,084"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,April,
35,Jawa Timur,Ayam Ras Pedaging,2024,April,"Rp23,315"
36,Banten,Ayam Ras Pedaging,2024,April,"Rp23,357"
51,Bali,Ayam Ras Pedaging,2024,April,"Rp23,606"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,April,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,April,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,April,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,April,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,April,"Rp27,111"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,April,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,April,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,April,"Rp24,560"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,April,
75,Gorontalo,Ayam Ras Pedaging,2024,April,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,April,
11,Aceh,Telur Ayam Ras,2024,April,
12,Sumatera Utara,Telur Ayam Ras,2024,April,"Rp24,679"
13,Sumatera Barat,Telur Ayam Ras,2024,April,"Rp24,971"
14,Riau,Telur Ayam Ras,2024,April,"Rp22,094"
15,Jambi,Telur Ayam Ras,2024,April,"Rp27,068"
16,Sumatera Selatan,Telur Ayam Ras,2024,April,"Rp23,618"
17,Bengkulu,Telur Ayam Ras,2024,April,
18,Lampung,Telur Ayam Ras,2024,April,"Rp27,024"
32,Jawa Barat,Telur Ayam Ras,2024,April,"Rp25,267"
33,Jawa Tengah,Telur Ayam Ras,2024,April,"Rp24,973"
34,D.I Yogyakarta,Telur Ayam Ras,2024,April,"Rp25,049"
35,Jawa Timur,Telur Ayam Ras,2024,April,"Rp24,568"
36,Banten,Telur Ayam Ras,2024,April,"Rp24,141"
51,Bali,Telur Ayam Ras,2024,April,"Rp23,911"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,April,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,April,
61,Kalimantan Barat,Telur Ayam Ras,2024,April,"Rp28,571"
62,Kalimantan Tengah,Telur Ayam Ras,2024,April,
63,Kalimantan Selatan,Telur Ayam Ras,2024,April,"Rp27,889"
71,Sulawesi Utara,Telur Ayam Ras,2024,April,"Rp29,000"
72,Sulawesi Tengah,Telur Ayam Ras,2024,April,
73,Sulawesi Selatan,Telur Ayam Ras,2024,April,"Rp25,621"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,April,
75,Gorontalo,Telur Ayam Ras,2024,April,
76,Sulawesi Barat,Telur Ayam Ras,2024,April,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Mei,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp25,719"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Mei,
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Mei,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp40,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Mei,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Mei,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp34,469"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp21,236"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp20,321"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp19,402"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp16,503"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp22,383"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp21,777"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp28,661"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp30,786"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp55,000"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Mei,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp39,342"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp51,140"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp36,710"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp25,848"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Mei,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp40,167"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Mei,"Rp18,581"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp54,025"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp52,066"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp55,648"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp58,333"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp49,318"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp48,346"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp53,556"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp50,274"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp51,091"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp50,284"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp53,884"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp41,086"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp50,042"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp46,433"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp64,303"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,"Rp56,745"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Mei,
11,Aceh,Ayam Ras Pedaging,2024,Mei,
12,Sumatera Utara,Ayam Ras Pedaging,2024,Mei,"Rp24,334"
13,Sumatera Barat,Ayam Ras Pedaging,2024,Mei,"Rp26,199"
14,Riau,Ayam Ras Pedaging,2024,Mei,"Rp22,934"
15,Jambi,Ayam Ras Pedaging,2024,Mei,"Rp29,226"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Mei,"Rp20,819"
17,Bengkulu,Ayam Ras Pedaging,2024,Mei,
18,Lampung,Ayam Ras Pedaging,2024,Mei,"Rp24,226"
32,Jawa Barat,Ayam Ras Pedaging,2024,Mei,"Rp23,108"
33,Jawa Tengah,Ayam Ras Pedaging,2024,Mei,"Rp20,782"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Mei,
35,Jawa Timur,Ayam Ras Pedaging,2024,Mei,"Rp23,013"
36,Banten,Ayam Ras Pedaging,2024,Mei,"Rp23,063"
51,Bali,Ayam Ras Pedaging,2024,Mei,"Rp23,383"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,Mei,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,Mei,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,Mei,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,Mei,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,Mei,"Rp28,133"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,Mei,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,Mei,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,Mei,"Rp23,008"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,Mei,
75,Gorontalo,Ayam Ras Pedaging,2024,Mei,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Mei,
11,Aceh,Telur Ayam Ras,2024,Mei,
12,Sumatera Utara,Telur Ayam Ras,2024,Mei,"Rp25,067"
13,Sumatera Barat,Telur Ayam Ras,2024,Mei,"Rp25,439"
14,Riau,Telur Ayam Ras,2024,Mei,"Rp24,562"
15,Jambi,Telur Ayam Ras,2024,Mei,"Rp25,729"
16,Sumatera Selatan,Telur Ayam Ras,2024,Mei,"Rp25,000"
17,Bengkulu,Telur Ayam Ras,2024,Mei,
18,Lampung,Telur Ayam Ras,2024,Mei,"Rp27,097"
32,Jawa Barat,Telur Ayam Ras,2024,Mei,"Rp26,344"
33,Jawa Tengah,Telur Ayam Ras,2024,Mei,"Rp25,900"
34,D.I Yogyakarta,Telur Ayam Ras,2024,Mei,"Rp25,942"
35,Jawa Timur,Telur Ayam Ras,2024,Mei,"Rp25,607"
36,Banten,Telur Ayam Ras,2024,Mei,"Rp24,600"
51,Bali,Telur Ayam Ras,2024,Mei,"Rp24,106"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Mei,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Mei,
61,Kalimantan Barat,Telur Ayam Ras,2024,Mei,"Rp26,349"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Mei,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Mei,"Rp28,034"
71,Sulawesi Utara,Telur Ayam Ras,2024,Mei,"Rp29,000"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Mei,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Mei,"Rp25,175"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Mei,
75,Gorontalo,Telur Ayam Ras,2024,Mei,
76,Sulawesi Barat,Telur Ayam Ras,2024,Mei,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp52,500"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp33,633"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Juni,
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Juni,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp42,500"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juni,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Juni,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp39,000"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp22,140"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp24,187"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp23,684"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp21,065"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp25,711"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp23,736"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp29,306"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp34,815"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp55,000"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juni,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp41,767"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp56,049"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp44,816"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp27,131"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Juni,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp54,200"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Juni,"Rp27,536"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp54,246"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp52,448"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp55,736"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp58,373"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp50,166"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp48,774"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp54,153"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp50,988"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp52,000"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp50,746"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp53,719"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp41,000"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp50,404"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp46,778"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp64,935"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,"Rp56,841"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Juni,
11,Aceh,Ayam Ras Pedaging,2024,Juni,
12,Sumatera Utara,Ayam Ras Pedaging,2024,Juni,"Rp23,635"
13,Sumatera Barat,Ayam Ras Pedaging,2024,Juni,"Rp24,439"
14,Riau,Ayam Ras Pedaging,2024,Juni,"Rp21,681"
15,Jambi,Ayam Ras Pedaging,2024,Juni,"Rp28,670"
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Juni,"Rp20,272"
17,Bengkulu,Ayam Ras Pedaging,2024,Juni,
18,Lampung,Ayam Ras Pedaging,2024,Juni,"Rp24,179"
32,Jawa Barat,Ayam Ras Pedaging,2024,Juni,"Rp22,276"
33,Jawa Tengah,Ayam Ras Pedaging,2024,Juni,"Rp19,688"
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Juni,
35,Jawa Timur,Ayam Ras Pedaging,2024,Juni,"Rp22,027"
36,Banten,Ayam Ras Pedaging,2024,Juni,"Rp22,297"
51,Bali,Ayam Ras Pedaging,2024,Juni,"Rp23,295"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,Juni,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,Juni,
61,Kalimantan Barat,Ayam Ras Pedaging,2024,Juni,
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,Juni,
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,Juni,"Rp27,291"
71,Sulawesi Utara,Ayam Ras Pedaging,2024,Juni,
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,Juni,
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,Juni,"Rp22,105"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,Juni,
75,Gorontalo,Ayam Ras Pedaging,2024,Juni,
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Juni,
11,Aceh,Telur Ayam Ras,2024,Juni,
12,Sumatera Utara,Telur Ayam Ras,2024,Juni,"Rp24,537"
13,Sumatera Barat,Telur Ayam Ras,2024,Juni,"Rp25,426"
14,Riau,Telur Ayam Ras,2024,Juni,"Rp23,247"
15,Jambi,Telur Ayam Ras,2024,Juni,"Rp25,032"
16,Sumatera Selatan,Telur Ayam Ras,2024,Juni,"Rp24,135"
17,Bengkulu,Telur Ayam Ras,2024,Juni,
18,Lampung,Telur Ayam Ras,2024,Juni,"Rp26,695"
32,Jawa Barat,Telur Ayam Ras,2024,Juni,"Rp25,519"
33,Jawa Tengah,Telur Ayam Ras,2024,Juni,"Rp24,984"
34,D.I Yogyakarta,Telur Ayam Ras,2024,Juni,"Rp25,060"
35,Jawa Timur,Telur Ayam Ras,2024,Juni,"Rp24,700"
36,Banten,Telur Ayam Ras,2024,Juni,"Rp23,855"
51,Bali,Telur Ayam Ras,2024,Juni,"Rp23,956"
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Juni,
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Juni,
61,Kalimantan Barat,Telur Ayam Ras,2024,Juni,"Rp27,546"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Juni,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Juni,"Rp28,632"
71,Sulawesi Utara,Telur Ayam Ras,2024,Juni,"Rp28,945"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Juni,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Juni,"Rp24,126"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Juni,
75,Gorontalo,Telur Ayam Ras,2024,Juni,
76,Sulawesi Barat,Telur Ayam Ras,2024,Juni,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp40,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp28,375"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp31,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Juli,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp35,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp25,000"
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Juli,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp44,000"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp37,891"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp41,444"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp47,532"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp39,549"
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp36,828"
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp47,806"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp39,397"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp39,400"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp57,581"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juli,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp44,379"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp39,815"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp38,932"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Juli,"Rp26,979"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Juli,
