Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Mei,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp15,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp20,000"
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Mei,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Mei,
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp21,262"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp23,658"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp23,076"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp21,468"
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp26,281"
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp22,915"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp25,207"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp44,250"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp44,455"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp44,488"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp24,742"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp18,884"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp22,197"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Mei,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Mei,"Rp18,714"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp52,678"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp53,585"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp55,069"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp56,959"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp49,343"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp51,067"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp54,169"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp50,798"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp47,486"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp49,301"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp56,132"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp42,049"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp50,891"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp52,815"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp61,446"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp54,757"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,"Rp42,000"
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,
11,Aceh,Ayam Ras Pedaging,2023,Mei,
12,Sumatera Utara,Ayam Ras Pedaging,2023,Mei,"Rp22,634"
13,Sumatera Barat,Ayam Ras Pedaging,2023,Mei,"Rp21,436"
14,Riau,Ayam Ras Pedaging,2023,Mei,"Rp21,190"
15,Jambi,Ayam Ras Pedaging,2023,Mei,"Rp26,433"
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Mei,"Rp21,644"
17,Bengkulu,Ayam Ras Pedaging,2023,Mei,
18,Lampung,Ayam Ras Pedaging,2023,Mei,"Rp22,815"
32,Jawa Barat,Ayam Ras Pedaging,2023,Mei,"Rp22,658"
33,Jawa Tengah,Ayam Ras Pedaging,2023,Mei,"Rp19,995"
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Mei,
35,Jawa Timur,Ayam Ras Pedaging,2023,Mei,"Rp22,386"
36,Banten,Ayam Ras Pedaging,2023,Mei,"Rp22,837"
51,Bali,Ayam Ras Pedaging,2023,Mei,"Rp24,180"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Mei,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Mei,"Rp26,800"
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Mei,"Rp27,106"
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Mei,
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Mei,"Rp26,964"
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Mei,"Rp25,000"
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Mei,
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Mei,"Rp22,207"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Mei,
75,Gorontalo,Ayam Ras Pedaging,2023,Mei,
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Mei,
11,Aceh,Telur Ayam Ras,2023,Mei,
12,Sumatera Utara,Telur Ayam Ras,2023,Mei,"Rp23,479"
13,Sumatera Barat,Telur Ayam Ras,2023,Mei,"Rp24,658"
14,Riau,Telur Ayam Ras,2023,Mei,
15,Jambi,Telur Ayam Ras,2023,Mei,"Rp26,300"
16,Sumatera Selatan,Telur Ayam Ras,2023,Mei,"Rp26,188"
17,Bengkulu,Telur Ayam Ras,2023,Mei,
18,Lampung,Telur Ayam Ras,2023,Mei,"Rp26,548"
32,Jawa Barat,Telur Ayam Ras,2023,Mei,"Rp26,795"
33,Jawa Tengah,Telur Ayam Ras,2023,Mei,"Rp27,232"
34,D.I Yogyakarta,Telur Ayam Ras,2023,Mei,"Rp26,942"
35,Jawa Timur,Telur Ayam Ras,2023,Mei,"Rp25,431"
36,Banten,Telur Ayam Ras,2023,Mei,"Rp24,346"
51,Bali,Telur Ayam Ras,2023,Mei,"Rp24,155"
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Mei,
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Mei,"Rp27,129"
61,Kalimantan Barat,Telur Ayam Ras,2023,Mei,"Rp27,692"
62,Kalimantan Tengah,Telur Ayam Ras,2023,Mei,
63,Kalimantan Selatan,Telur Ayam Ras,2023,Mei,"Rp27,414"
71,Sulawesi Utara,Telur Ayam Ras,2023,Mei,"Rp24,414"
72,Sulawesi Tengah,Telur Ayam Ras,2023,Mei,
73,Sulawesi Selatan,Telur Ayam Ras,2023,Mei,"Rp24,817"
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Mei,
75,Gorontalo,Telur Ayam Ras,2023,Mei,
76,Sulawesi Barat,Telur Ayam Ras,2023,Mei,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp17,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp13,300"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp18,542"
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Juni,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp15,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juni,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Juni,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Juni,
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp23,918"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp25,556"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp23,140"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp24,231"
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp25,325"
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp28,167"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp27,873"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp41,667"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp48,307"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juni,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp43,550"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp28,430"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp19,824"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp17,977"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Juni,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Juni,"Rp18,389"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Juni,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp53,671"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp53,385"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp55,018"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp56,914"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp52,453"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp51,663"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp55,114"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp51,911"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp49,257"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp49,851"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp58,414"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp41,462"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp51,882"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp52,241"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp61,597"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp54,779"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,"Rp43,963"
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juni,
11,Aceh,Ayam Ras Pedaging,2023,Juni,
12,Sumatera Utara,Ayam Ras Pedaging,2023,Juni,"Rp25,173"
13,Sumatera Barat,Ayam Ras Pedaging,2023,Juni,"Rp24,542"
14,Riau,Ayam Ras Pedaging,2023,Juni,"Rp23,478"
15,Jambi,Ayam Ras Pedaging,2023,Juni,"Rp28,750"
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Juni,"Rp23,009"
17,Bengkulu,Ayam Ras Pedaging,2023,Juni,
18,Lampung,Ayam Ras Pedaging,2023,Juni,"Rp23,638"
32,Jawa Barat,Ayam Ras Pedaging,2023,Juni,"Rp23,664"
33,Jawa Tengah,Ayam Ras Pedaging,2023,Juni,"Rp21,138"
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Juni,
35,Jawa Timur,Ayam Ras Pedaging,2023,Juni,"Rp23,810"
36,Banten,Ayam Ras Pedaging,2023,Juni,"Rp24,313"
51,Bali,Ayam Ras Pedaging,2023,Juni,"Rp25,530"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Juni,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Juni,"Rp27,074"
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Juni,"Rp29,000"
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Juni,
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Juni,"Rp28,717"
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Juni,
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Juni,
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Juni,"Rp23,197"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Juni,
75,Gorontalo,Ayam Ras Pedaging,2023,Juni,
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Juni,
11,Aceh,Telur Ayam Ras,2023,Juni,
12,Sumatera Utara,Telur Ayam Ras,2023,Juni,"Rp24,573"
13,Sumatera Barat,Telur Ayam Ras,2023,Juni,"Rp25,170"
14,Riau,Telur Ayam Ras,2023,Juni,
15,Jambi,Telur Ayam Ras,2023,Juni,"Rp26,631"
16,Sumatera Selatan,Telur Ayam Ras,2023,Juni,"Rp26,179"
17,Bengkulu,Telur Ayam Ras,2023,Juni,
18,Lampung,Telur Ayam Ras,2023,Juni,"Rp26,939"
32,Jawa Barat,Telur Ayam Ras,2023,Juni,"Rp27,222"
33,Jawa Tengah,Telur Ayam Ras,2023,Juni,"Rp27,235"
34,D.I Yogyakarta,Telur Ayam Ras,2023,Juni,"Rp27,485"
35,Jawa Timur,Telur Ayam Ras,2023,Juni,"Rp25,847"
36,Banten,Telur Ayam Ras,2023,Juni,"Rp24,782"
51,Bali,Telur Ayam Ras,2023,Juni,"Rp25,323"
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Juni,"Rp25,000"
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Juni,"Rp27,214"
61,Kalimantan Barat,Telur Ayam Ras,2023,Juni,"Rp28,000"
62,Kalimantan Tengah,Telur Ayam Ras,2023,Juni,
63,Kalimantan Selatan,Telur Ayam Ras,2023,Juni,"Rp28,273"
71,Sulawesi Utara,Telur Ayam Ras,2023,Juni,"Rp24,744"
72,Sulawesi Tengah,Telur Ayam Ras,2023,Juni,
73,Sulawesi Selatan,Telur Ayam Ras,2023,Juni,"Rp25,289"
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Juni,
75,Gorontalo,Telur Ayam Ras,2023,Juni,
76,Sulawesi Barat,Telur Ayam Ras,2023,Juni,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp27,000"
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp16,340"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp18,500"
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Juli,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp16,500"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juli,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Juli,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp29,875"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp18,405"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp19,212"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp19,228"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp19,816"
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp24,398"
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp21,890"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp22,429"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp41,875"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp41,815"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juli,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp42,529"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp33,764"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp27,766"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp18,527"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Juli,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Juli,"Rp32,545"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Juli,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp52,454"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp52,323"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp55,339"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp56,914"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp51,363"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp51,088"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp55,026"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp51,063"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp48,761"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp49,261"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp54,286"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp41,145"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp51,289"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp49,689"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp61,806"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp54,739"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,"Rp40,208"
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Juli,
11,Aceh,Ayam Ras Pedaging,2023,Juli,
12,Sumatera Utara,Ayam Ras Pedaging,2023,Juli,"Rp24,198"
13,Sumatera Barat,Ayam Ras Pedaging,2023,Juli,"Rp23,375"
14,Riau,Ayam Ras Pedaging,2023,Juli,"Rp21,692"
15,Jambi,Ayam Ras Pedaging,2023,Juli,"Rp28,977"
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Juli,"Rp23,582"
17,Bengkulu,Ayam Ras Pedaging,2023,Juli,
18,Lampung,Ayam Ras Pedaging,2023,Juli,"Rp24,295"
32,Jawa Barat,Ayam Ras Pedaging,2023,Juli,"Rp24,387"
33,Jawa Tengah,Ayam Ras Pedaging,2023,Juli,"Rp21,514"
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Juli,
35,Jawa Timur,Ayam Ras Pedaging,2023,Juli,"Rp24,229"
36,Banten,Ayam Ras Pedaging,2023,Juli,"Rp24,327"
51,Bali,Ayam Ras Pedaging,2023,Juli,"Rp25,118"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Juli,"Rp25,000"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Juli,"Rp27,043"
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Juli,"Rp29,625"
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Juli,
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Juli,"Rp28,051"
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Juli,
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Juli,
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Juli,"Rp23,260"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Juli,
75,Gorontalo,Ayam Ras Pedaging,2023,Juli,
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Juli,
11,Aceh,Telur Ayam Ras,2023,Juli,
12,Sumatera Utara,Telur Ayam Ras,2023,Juli,"Rp24,360"
13,Sumatera Barat,Telur Ayam Ras,2023,Juli,"Rp25,877"
14,Riau,Telur Ayam Ras,2023,Juli,
15,Jambi,Telur Ayam Ras,2023,Juli,"Rp25,373"
16,Sumatera Selatan,Telur Ayam Ras,2023,Juli,"Rp27,275"
17,Bengkulu,Telur Ayam Ras,2023,Juli,
18,Lampung,Telur Ayam Ras,2023,Juli,"Rp27,454"
32,Jawa Barat,Telur Ayam Ras,2023,Juli,"Rp28,046"
33,Jawa Tengah,Telur Ayam Ras,2023,Juli,"Rp27,984"
34,D.I Yogyakarta,Telur Ayam Ras,2023,Juli,"Rp27,929"
35,Jawa Timur,Telur Ayam Ras,2023,Juli,"Rp26,610"
36,Banten,Telur Ayam Ras,2023,Juli,"Rp24,991"
51,Bali,Telur Ayam Ras,2023,Juli,"Rp25,326"
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Juli,
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Juli,"Rp26,760"
61,Kalimantan Barat,Telur Ayam Ras,2023,Juli,"Rp27,700"
62,Kalimantan Tengah,Telur Ayam Ras,2023,Juli,
63,Kalimantan Selatan,Telur Ayam Ras,2023,Juli,"Rp28,187"
71,Sulawesi Utara,Telur Ayam Ras,2023,Juli,"Rp24,671"
72,Sulawesi Tengah,Telur Ayam Ras,2023,Juli,
73,Sulawesi Selatan,Telur Ayam Ras,2023,Juli,"Rp25,853"
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Juli,
75,Gorontalo,Telur Ayam Ras,2023,Juli,
76,Sulawesi Barat,Telur Ayam Ras,2023,Juli,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp22,000"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp30,000"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp18,762"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp23,250"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp25,842"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp22,648"
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp22,833"
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp30,667"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp23,375"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp40,000"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp31,250"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp41,200"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp26,750"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp24,000"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp21,429"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Agustus,"Rp25,000"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Agustus,
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp52,384"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp51,947"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp55,071"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp56,667"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp50,778"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp51,281"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp54,288"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp50,536"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp48,375"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp49,412"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp53,125"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Agustus,"Rp41,500"
